"key","en","jp","ch","tc","ru","sp","latam","gr","pl","it","tr","fr","br","pr","kr","hu",""
"glare_name","Glare","まばゆい光","怒眸","怒眸","Свирепый взгляд","Destello","Destello","Glanz","Spojrzenie","Splendore","Parlama","Éblouissement","Olhar","Olhar","섬광","Szemrehányás",""
"glare_description","All enemies within your Vision Range takes <color=#f5d6c1>15</color> damage every <color=#f5d6c1>1</color> second.","<color=#f5d6c1>1</color>秒ごとに、視界内にいる全ての敵に<color=#f5d6c1>15</color>ダメージを与える。","每<color=#f5d6c1>1</color>秒对可视范围内的敌人造成<color=#f5d6c1>15</color>点伤害。","每<color=#f5d6c1>1</color>秒對可視範圍內的敵人造成<color=#f5d6c1>15</color>點傷害。","Все враги в радиусе обзора получают <color=#f5d6c1>15</color> урона каждые <color=#f5d6c1>1</color> секунды.","Todos los enemigos en tu Rango de Visión sufren <color=#f5d6c1>15</color> de daño cada <color=#f5d6c1>1s</color>.","Todos los enemigos en tu Rango de Visión sufren <color=#f5d6c1>15</color> de daño cada <color=#f5d6c1>1s</color>.","Alle Gegner in deiner Sichtweite erleiden <color=#f5d6c1>15</color> Schaden alle <color=#f5d6c1>1</color> Sekunden.","Wszyscy przeciwnicy w twoim Zasięgu Wzroku dostają <color=#f5d6c1>15</color> obrażeń co <color=#f5d6c1>1</color> sekundy.","Tutti i nemici all'interno del tuo Raggio di Visione subiscono <color=#f5d6c1>15</color> danni ogni <color=#f5d6c1>1</color> secondi.","Görüş açısında bulunan bütün düşmanlara her <color=#f5d6c1>1</color> saniyede bir <color=#f5d6c1>15</color> hasar verir.","Tous les ennemis se trouvant dans votre champ de vision subissent <color=#f5d6c1>15</color> dégâts toutes les <color=#f5d6c1>1</color> secondes.","Todos os inimigos dentro do seu Alcance de Visão recebem <color=#f5d6c1>15</color> de dano a cada <color=#f5d6c1>1</color> segundos.","Todos os inimigos dentro do seu Alcance de Visão recebem <color=#f5d6c1>15</color> de dano a cada <color=#f5d6c1>1</color> segundos.","시야 범위 내의 적에게 <color=#f5d6c1>1</color>초마다 <color=#f5d6c1>15</color> 대미지를 가합니다.","Minden ellenfél a Látókörödben <color=#f5d6c1>15</color> sebzést szenved el <color=#f5d6c1>1</color> másodpercenként.","Tất cả kẻ thù trong Tầm Nhìn nhận <color=#f5d6c1>15</color> sát thương mỗi <color=#f5d6c1>1</color> giây."
"sight_magic_name","Sight Magic","サイトマジック","魔瞳","魔瞳","Магическое зрение","Visión Mágica","Visión Mágica","Sichtmagie","Magia Wzroku","Visione Incantata","Görüş Büyüsü","Vue Magique","Visão Mágica","Visão Mágica","매직아이","Szemmelverés",""
"sight_magic_description","The damage from <color=#f5d6c1>Glare</color> also applies the on-hit effects of your bullets.","<color=#f5d6c1>まばゆい光</color>のダメージに、弾の着弾時効果も適用される。","<color=#f5d6c1>怒眸</color>将附带子弹特效。","<color=#f5d6c1>怒眸</color>將附帶子彈特效。","Урон от <color=#f5d6c1>Свирепого взгляда</color> также наносит эффекты от попадания снарядов.","El daño de <color=#f5d6c1>Destello</color> además aplica los efectos al golpear de tus balas.","El daño de <color=#f5d6c1>Destello</color> además aplica los efectos al golpear de tus balas.","Der Schaden von <color=#f5d6c1>Glanz</color> verursacht nun auch alle Effekte deiner Schüsse.","Obrażenia od <color=#f5d6c1>Spojrzenia</color> aplikują również efekt twoich pocisków po uderzeniu.","Il danno di <color=#f5d6c1>Splendore</color> applica anche gli effetti sul colpo dei tuoi proiettili.","<color=#f5d6c1>Parlama</color> etkisi ile verilen hasar mermilerin sahip olduğu vuruş etkilerini de tetikler.","Les dégâts de <color=#f5d6c1>Éblouissement</color> appliquent également les effets à l'impact de vos balles.","O dano do <color=#f5d6c1>Olhar</color> também aplica os efeitos ao contato dos seus Disparos","O dano do <color=#f5d6c1>Olhar</color> também aplica os efeitos ao contato dos seus Disparos","<color=#f5d6c1>섬광</color>이 탄환에 적용된 것과 같은 효과를 가집니다.","A <color=#f5d6c1>Szemrehányás</color> sebzése a Golyók speciális hatásait is az ellenfelekre helyezi.",""
"intense_glare_name","Intense Glare","更にまばゆい光","凶光","凶光","Порча","Destello Intenso","Destello Intenso","Intensiver Glanz","Intensywne Spojrzenie","Grande Splendore","Aşırı Parlama","Éblouissement Intense","Olhar Intenso","Olhar Intenso","극섬광","Intenzív Bámulás",""
"intense_glare_description","The damage of <color=#f5d6c1>Glare</color> is doubled.","<color=#f5d6c1>まばゆい光</color>のダメージが倍増。","<color=#f5d6c1>怒眸</color>的伤害翻倍。","<color=#f5d6c1>怒眸</color>的傷害翻倍。","Урон от <color=#f5d6c1>Свирепого взгляда</color> удваивается.","El daño de <color=#f5d6c1>Destello</color> es doblado.","El daño de <color=#f5d6c1>Destello</color> es doblado.","Der Schaden von <color=#f5d6c1>Glanz</color> wird verdoppelt.","Obrażenia <color=#f5d6c1>Spojrzenia</color> są podwojone.","Il danno di <color=#f5d6c1>Splendore</color> è raddoppiato.","<color=#f5d6c1>Parlama</color> etkisi ile verilen hasar ikiye katlanır.","Les dégâts de <color=#f5d6c1>Éblouissement </color> sont doublés.","O dano de <color=#f5d6c1>Olhar</color> é dobrado.","O dano de <color=#f5d6c1>Olhar</color> é dobrado.","<color=#f5d6c1>섬광</color>의 피해량이 두 배가 됩니다.","A <color=#f5d6c1>Szemrehányás</color> sebzése kétszeresítve lesz.",""
"saccade_name","Saccade","サッケード","鹰视","鷹視","Саккада","Sacádico","Sacádico","Sakkade","Sakkada","Saccadismo","Sakkad","Saccade","Sacada","Sacada","단속성","Szakkád",""
"saccade_description","The damage of <color=#f5d6c1>Glare</color> occurs twice as often.","<color=#f5d6c1>まばゆい光</color>の発動頻度が倍増。","<color=#f5d6c1>怒眸</color>的攻击频率翻倍。","<color=#f5d6c1>怒眸</color>的攻擊頻率翻倍。","Урон от <color=#f5d6c1>Свирепого взгляда</color> наносится в два раза чаще.","El daño de <color=#f5d6c1>Destello</color> ocurre el doble de veces.","El daño de <color=#f5d6c1>Destello</color> ocurre el doble de veces.","Der Schaden von <color=#f5d6c1>Glanz</color> wird nun zweimal so oft verursacht.","Atak <color=#f5d6c1>Spojrzenia</color> zdarza się dwa razy częściej.","Il danno di <color=#f5d6c1>Splendore</color> viene inflitto il doppio più rapidamente.","<color=#f5d6c1>Parlama</color> etkisi ile verilen hasar iki kat daha hızlı tetiklenir.","Les dégâts de <color=#f5d6c1>Éblouissement </color> se produisent deux fois plus souvent.","O dano de <color=#f5d6c1>Olhar</color> ocorre duas vezes mais.","O dano de <color=#f5d6c1>Olhar</color> ocorre duas vezes mais.","<color=#f5d6c1>섬광</color>이 발생하는 빈도가 두 배가 됩니다.","A <color=#f5d6c1>Szemrehányás</color> sebzése kétszer olyan gyorsan fog előfordulni.",""
"menu_synergy_list","Synergies","シナジー","多重能力","多重能力","Синергия","Sinergias","Sinergias","Synergien","Synergie","Sinergie","Sinerjiler","Synergies","Sinergias","Sinergias","시너지","Kombók",""
"gun_stat_reload_time","Reload Time","リロード時間","换弹时间","換彈時間","Время перезарядки","Tiempo de Recarga","Tiempo de Recarga","Nachladezeit","Czas Przeładowania","Tempo di Ricarica","Yeniden Doldurma Süresi","Vitesse de rechargement","Tempo de Recarga","Tempo de Recarga","재장전 시간","Újra Töltési Idő",""
"gun_stat_damage","Damage","ダメージ","伤害","傷害","Урон","Daño","Daño","Schaden","Obrażenia","Danno","Hasar","Dégâts des balles et dégâts d'invocation +2% par rang.","Dano","Dano","피해량","Sebzés",""
"scarlett_perk_pyro_affinity_description","Burn Damage +<color=#f5d6c1>67%</color>.","燃焼ダメージ+<color=#f5d6c1>67%</color>。","燃烧伤害+<color=#f5d6c1>67%</color>.","燃燒傷害+<color=#f5d6c1>67%</color>.","Урон от горения повышается на <color=#f5d6c1>67%</color>.","Daño de Quemar <color=#f5d6c1>+67%</color>.","Daño de Quemar <color=#f5d6c1>+67%</color>.","Brandschaden +<color=#f5d6c1>67%</color>.","Obrażenia od Ognia +<color=#f5d6c1>67%</color>.","Danno da Bruciatura +<color=#f5d6c1>67%</color>.","Yakma Hasarı +<color=#f5d6c1>67%</color>.","Dégâts de Brûlure +<color=#f5d6c1>67%</color>.","Dano de Queimação +<color=#f5d6c1>67%</color>.","Dano de Queimação +<color=#f5d6c1>67%</color>.","화염 대미지 +<color=#f5d6c1>67%</color>","Égési Sebzés <color=#f5d6c1>+67%</color>.",""
"spark_perk_electro_affinity_description","Lightning Damage <color=#f5d6c1>+50%</color>.","雷ダメージ<color=#f5d6c1>+50%</color>。","闪电伤害+<color=#f5d6c1>+50%</color>.","閃電傷害+<color=#f5d6c1>+50%</color>.","Урон от молнии повышается на <color=#f5d6c1>50%</color>.","Daño de Electrocutar <color=#f5d6c1>+50%</color>.","Daño de Electrocutar <color=#f5d6c1>+50%</color>.","Blitzschaden  +<color=#f5d6c1>50%</color>.","Obrażenia Piorunów <color=#f5d6c1>+50%</color>.","Danno del Fulmine <color=#f5d6c1>+50%</color>.","Yıldırım Hasarı <color=#f5d6c1>+50%</color>.","Dégâts de Foudre <color=#f5d6c1>+50%</color>.","Dano do Raio <color=#f5d6c1>+50%</color>.","Dano do Raio <color=#f5d6c1>+50%</color>.","번개 대미지 <color=#f5d6c1>+50%</color>","Villámcsapás Sebzés <color=#f5d6c1>+50%</color>.",""
"end_screen_you_died","You Died","You Died","死亡","死亡","Вы мертвы","Has Muerto","Has Muerto","Du bist gestorben","Porażka","Sei morto","Öldün","Vous êtes mort","Você Morreu","Você Morreu","사망","Meghaltál",""
"end_screen_you_survived","You Survived","君は生き残った","逃出生天","逃出生天","Вы выжили","Has Sobrevivido","Has Sobrevivido","Du hast überlebt","Przetrwałeś","Sei sopravvissuto","Hayatta Kaldın","Durée de survie","Você Sobreviveu","Você Sobreviveu","생존","Túlélted",""
"time_survived_label","Time Survived","生存時間","时间得分","時間得分","Время выживания","Tiempo Sobrevivido","Tiempo Sobrevivido","Überlebte Zeit","Czas Gry","Tempo di Sopravvivenza","Hayatta Kalma Süresi","Durée de survie","Tempo Sobrevivido","Tempo Sobrevivido","생존 시간","Túlélt Idő",""
"enemies_killed_label","Enemies Killed","倒した敵の数","杀敌得分","殺敵得分","Врагов убито","Enemigos Muertos","Enemigos Muertos","Getötete Gegner","Zabici Przeciwnicy","Nemici Uccisi","Öldürülen Düşman Sayısı","Ennemis tués","Inimigos Abatidos","Inimigos Abatidos","죽인 적","Ellenfelek Megölve",""
"levels_earned_label","Levels Earned","レベル","等级得分","等級得分","Уровней получено","Niveles Ganados","Niveles Ganados","Level erreicht","Zdobyte Poziomy","Livelli Acquisiti","Kazanılan Seviyeler","Niveaux gagnés","Níveis Adquiridos","Níveis Adquiridos","레벨","Szintek Elérve",""
"currency_earned_label","Earned","獲得","总分","總分","Заработано","Ganaste","Ganaste","Verdient","Zdobyto","Punti","Kazanılan","Gagnés","Ganhou","Ganhou","획득","Megszerzett",""
"menu_replay_run","Try Again","再チャレンジ","重玩","重新開始","Играть снова","Intentar De Nuevo","Intentar De Nuevo","Erneut Versuchen","Spróbuj Ponownie","Riprova","Tekrar Dene","Rejouer","Tente de Novo","Tente de Novo","다시하기","Újra",""
"menu_quit_to_menu","Quit To Menu","メニューへ","返回菜单","返回菜單","В меню","Salir al Menú","Salir al Menú","Zurück zum Menü","Wyjdź Do Menu","Torna al Menu","Menüye Geri Dön","Quitter vers le menu","Sair para o Menu","Sair para o Menu","메인메뉴","Kilépés a Főmenübe",""
"rune_menu_sword_label","Sword","剣","进攻","進攻","Меч","Ataque","Ataque","Schwert","Miecz","Attacco","Kılıç","Épée","Espada","Espada","공격","Kard",""
"rune_menu_shield_label","Shield","盾","防守","防守","Щит","Defensa","Defensa","Schild","Tarcza","Difesa","Kalkan","Bouclier","Escudo","Escudo","방어","Pajzs",""
"menu_confirm","Confirm","確認","确认","確認","Подтвердить","Confirmar","Confirmar","Bestätigen","Potwierdź","Conferma","Tamam","Confirmer","Confirmar","Confirmar","확인","Megerősítés",""
"rune_menu_instructions","Press and Hold to purchase Runes","長押しでルーンを購入","鼠标左键长按购买符文","滑鼠左鍵長按購買符文","Зажмите, чтобы купить руну","Manten presionado para comprar Runas","Manten presionado para comprar Runas","Halte gedrückt um Runen zu kaufen","Kliknij i Przytrzymaj by Kupić Runy.","Tieni premuto per acquistare","Rünleri satın almak için basılı tut","Cliquez et maintenez pour acheter des Runes","Pressione e segure para comprar Runas","Pressione e segure para comprar Runas","룬을 구매하기 위해 꾹 누르세요.","Kattints és tartsd nyomva a gombot a Rúnák megvásárlásához.",""
"rune_menu_button","Runes","ルーン","符文","符文","Руны","Runas","Runas","Runen","Runy","Rune","Rünler","Runes","Runas","Runas","룬","Rúnák",""
"upgrade_menu_choose_button","Choose","選ぶ","选择","選擇","Выбрать","Elige","Elige","Auswählen","Wybierz","Scegli","Seç","Sélectionner","Escolher","Escolher","선택","Kiválaszt",""
"upgrade_menu_reroll_button","Reroll Upgrades","アップグレードをリロール","重置升级","重置升級","Реролл Улучшений","Refrescar Mejoras","Refrescar Mejoras","Verbesserungen neu würfeln","Zmień Dostępne Ulepszenia","Cambia Potenziamenti","Güçlendirmeleri Zarla","Relancer amélioration","Atualizar Melhorias","Atualizar Melhorias","새로고침","Fejlesztések Kicserélése",""
"upgrade_menu_instructions","Choose an Upgrade","アップグレードを選択","选择一个升级","選擇一個升級","Выбрать Улучшение","Elegir una Mejora","Elegir una Mejora","Wähle eine Verbesserung","Wybierz Ulepszenie","Scegli un Potenziamento","Güçlendirme Seç","Choisissez une amélioration","Escolha uma Melhoria","Escolha uma Melhoria","능력을 선택하세요.","Válassz egy Fejlesztést",""
"menu_leave","Leave","放棄する","丢弃","丟棄","Уйти","Dejar","Dejar","Verlassen","Zostaw","Rifiuta","Çık","Laisser","Sair","Sair","버리기","Otthagy",""
"menu_take","Take","取る","拾取","拾取","Взять","Tomar","Tomar","Nehmen","Wybierz","Prendi","Al","Prendre","Pegar","Pegar","획득","Elvesz",""
"difficulty_label","Darkness","ダークネス","难度","難度","Тьма","Tinieblas","Tinieblas","Dunkelheit","Ciemność","Oscurità","Karanlık","Ténèbres","Escuridão","Escuridão","어둠","Sötétség",""
"leaderboards_label","Friend Leaderboard","リーダーボード（フレンド）","好友排行榜","好友排行榜","Рейтинг","Clasificación de Amigos","Clasificación de Amigos","Bestenliste unter Freunden","Tabela Wyników Znajomych","Classifica degli Amici","Arkadaş Sıralaması","Leaderbord entre amis","Placar de amigos","Placar de amigos","친구 기록","Barátok Ranglistája",""
"leaderboard_rank_label","Rank","ランク","名次","名次","Ранг","Rango","Rango","Rang","Pozycja","Posiz.","Sıra","Rang","Classificação","Classificação","랭크","Rang",""
"leaderboard_name_label","Name","名前","名字","名字","Имя","Nombre","Nombre","Name","Nazwa","Nome","İsim","Nom","Nome","Nome","이름","Név",""
"leaderboard_score_label","Score","スコア","得分","得分","Счет","Puntaje","Puntaje","Punktzahl","Wynik","Punti","Skor","Score","Pontuação","Pontuação","점수","Pontszám",""
"leaderboard_retrieving_data","Retrieving data...","データ取得中...","数据检索中...","數據檢索中...","Получение данных...","Recuperando Datos...","Recuperando Datos...","Lade Daten...","Uzyskiwanie Danych...","Recupero dati...","Bilgi alınıyor...","Réceptions des données ...","Recuperando dados...","Recuperando dados...","데이터 검색중...","Adatok lekérése...",""
"endless_mode_name","Endless Mode","エンドレスモード","无尽模式","無盡模式","Бесконечный режим","Modo Infinito","Modo Infinito","Endlos Modus","Tryb Nieskończony","Senza Fine","Sınırsız Mod","Mode sans fin","Modo Infinito","Modo Infinito","무한 모드","Végtelen Mód",""
"endless_mode_description","Go for a high score!<br>Upgrades can be taken multiple times!<br>Runes disabled.","ハイスコアを目指せ！<br>アップグレードは何度でも取得可能！<br>ルーンは使用できない。","挑战更高得分吧！<br>升级可以多次选择!<br>符文不可用。","挑戰更高得分吧！ <br>升級可以多次選擇!<br>符文不可用。","Получи больше баллов!<br>Улучшения можно получать несколько раз!<br>Без эффектов Рун.","¡Vé por una puntuación alta!<br>¡Las Mejoras pueden hacerse varias veces!<br>Runas desactivadas.","¡Vé por una puntuación alta!<br>¡Las Mejoras pueden hacerse varias veces!<br>Runas desactivadas.","Erreiche einen neuen Highscore!<br>Verbesserungen können mehrmals aufgenommen werden!<br>Runen sind nicht verfügbar.","Zdobądź najwyższy wynik!<br>Ulepszenia mogą być wzięte kilka razy!<br>Runy wyłączone.","Infrangi i tuoi record!<br>I Potenziamenti possono essere raccolti più volte!<br>Le Rune sono disabilitate.","Yüksek skora git! <br> Güçlendirmeler birden fazla kez alınabilir! <br> Rünler devre dışı.","Visez un high score !<br>Les améliorations peuvent êtres choisies plusieurs fois !<br>Les runes sont désactivées.","Jogue pela pontuação mais alta!<br>As Melhorias podem ser feitas várias vezes!<br>Runas estão desativadas.","Jogue pela pontuação mais alta!<br>As Melhorias podem ser feitas várias vezes!<br>Runas estão desativadas.","최고 기록에 도전하세요!<br>업그레이드를 여러 번 수행할 수 있습니다!<br> 룬이 비활성화됩니다.","Döntsd meg a saját rekordod!<br>A fejlesztések többször felvehetőek!<br>Rúnák kikapcsolva.",""
"yuki_name","Yuki","ユキ","有希","有希","Юки","Yuki","Yuki","Yuki","Yuki","Yuki","Yuki","Yuki","Yuki","Yuki","유키","Yuki",""
"yuki_description","On every 6th shot, send out a Frost Butterfly that periodically freezes nearby enemies. If affected enemies are already frozen, they instead take damage equal to your bullet damage.","6発撃つごとに、周囲の敵を凍結しつづける雪の蝶を放つ。<br>敵が既に凍結していた場合、代わりに弾と同じダメージを与える。","每第6发子弹，射出一只冰霜蝴蝶定期冰冻附近的敌人。如果敌人已被冻结，则造成子弹伤害。","每第6發子彈，射出一隻冰霜蝴蝶定期冰凍附近的敵人。如果敵人已被凍結，則造成子彈傷害。","Каждый 6ой выстрел призывает Ледяную Бабочку, переодически замораживающую ближайших врагов. Если враг уже заморожен, он получает урон равный урону от снаряда.","En cada 6to disparo, envía una Mariposa Helada que congela periódicamente a los enemigos cercanos. Si los enemigos afectados ya están congelados, reciben un daño igual al daño de tu bala.","En cada 6to disparo, envía una Mariposa Helada que congela periódicamente a los enemigos cercanos. Si los enemigos afectados ya están congelados, reciben un daño igual al daño de tu bala.","Bei jedem sechsten Schuss, erscheint ein gefrorener Schmetterling welcher nahe Gegner regelmäßig einfriert. Wenn Gegner bereits eingefroren sind, dann nehmen sie stattdessen Schaden in Höhe deines Waffenschadens.","Co 6 strzał, wysyła Mroźnego Motyla, który okazjonalnie zamraża pobliskich przeciwników. Jeśli już są oni zamrożeni, zamiast tego dostaną oni obrażenia równe obrażeniom pocisku.","Ogni 6 colpi, invia una farfalla di ghiaccio che congela i nemici. Se il bersaglio é già congelato subisce danno uguale al danno dei proiettili","Her 6'ncı vuruşta düşmanları devamlı donduran bir Buz Kelebeği gönder. Etkilenen düşman zaten donmuşsa Mermi Hasarı kadar hasar alır.","A chaque 6ème tir, envoie un Papillon Givré qui gèle les énemies proches de temps en temps. Si les énemies ciblés sont déjà gelés, ils prennent des dégats équivalents à ceux de vos balles.","A cada 6 Disparos, envia uma Borboleta de Gelo que periodicamente congela os inimigos próximos. Se os inimigos já estiverem congelados, eles receberão dano equivalente ao de seus disparos","A cada 6 Disparos, envia uma Borboleta de Gelo que periodicamente congela os inimigos próximos. Se os inimigos já estiverem congelados, eles receberão dano equivalente ao de seus disparos","매 6번째 샷마다 주기적으로 근처의 적을 빙결시키는 서리 나비를 생성합니다. 적이 이미 빙결된 상태라면 빙결 대신 탄환과 같은 피해량을 입힙니다.","Minden hatodik lövésnél ki küldessz egy Jég Pillangót, ami alkalmanként megfagyaszt ellenfeleket a közelben. Ha az ellenfelek már megfagytak, akkor a golyó sebzésednek egyenlő sebzést szenvednek el.",""
"yuki_perk_brittle_name","Brittle","絶対零度","寒风刺骨","寒風刺骨","Леденец","Frágil","Frágil","Zerbrechlich","Kruchość","Fragilità","Kırılgan","Fragile","Frágil","Frágil","유키 : 공허","Törékeny",""
"yuki_perk_brittle_description","<color=#f5d6c1>Frozen</color> enemies take <color=#f5d6c1>30%</color> extra damage.","<color=#f5d6c1>凍結</color>した敵に対し、<color=#f5d6c1>30%</color>の追加ダメージを与える。","冰冻敌人造成额外30%伤害。","對被冰凍的敵人造成額外30%傷害。","<color=#f5d6c1>Замороженные</color> враги получают на <color=#f5d6c1>30%</color> больше урона.","Los enemigos <color=#f5d6c1>Congelados</color> reciben <color=#f5d6c1>30%</color> de daño extra.","Los enemigos <color=#f5d6c1>Congelados</color> reciben <color=#f5d6c1>30%</color> de daño extra.","<color=#f5d6c1>Gefrorene</color> Gegner nehmen <color=#f5d6c1>30%</color>extra Schaden.","<color=#f5d6c1>Zamrożeni</color> przeciwnicy dostają <color=#f5d6c1>30%</color> więcej obrażeń.","I nemici <color=#f5d6c1>Congelati</color> subiscono <color=#f5d6c1>30%</color> danni bonus.","<color=#f5d6c1>Donmuş</color> düşmanlar <color=#f5d6c1>30%</color> daha fazla hasar alır.","<color=#f5d6c1>Gelé</color> les énemis prennent <color=#f5d6c1>30%</color>de dégat supplémentaire.","Os inimigos <color=#f5d6c1>Congelados</color> recebem <color=#f5d6c1>30%</color> de dano extra.","Os inimigos <color=#f5d6c1>Congelados</color> recebem <color=#f5d6c1>30%</color> de dano extra.","<color=#f5d6c1>빙결</color>된 적은 <color=#f5d6c1>30%</color> 추가 피해를 입습니다.","<color=#f5d6c1>Megfagyott</color> ellenfelek <color=#f5d6c1>30%</color>-al több sebzést szenvednek el.",""
"yuki_perk_pair_up_name","Pair Up","つがい","成双成对","成雙成對","В паре","Emparejados","Emparejados","Rechte Hand","W Parach","Più siamo, meglio è!","Eşleş","S'apparier","Emparelhamento","Emparelhamento","유키 : 짝짓기","Jó Páros",""
"yuki_perk_pair_up_description","Send out an additional <color=#f5d6c1>Frost Butterfly</color>.","<color=#f5d6c1>雪の蝶</color>を追加で1体放つ。","射出额外一只冰霜蝴蝶","射出額外一隻冰霜蝴蝶","Призывает еще одну <color=#f5d6c1>Ледяную Бабочку</color>.","Envía una <color=#f5d6c1>Mariposa Helada</color> adicional.","Envía una <color=#f5d6c1>Mariposa Helada</color> adicional.","Lass einen weiteren<color=#f5d6c1>gefrorenen Schmetterling</color> erscheinen.","Wysyła dodatkowego <color=#f5d6c1>Mroźnego Motyla</color>.","Invia una <color=#f5d6c1>Farfalla di Ghiaccio</color> in più.","Ekstradan bir <color=#f5d6c1>Buz Kelebeği</color> gönderir.","Envoie un <color=#f5d6c1>Papillon Givré</color> supplémentaire.","Envia uma <color=#f5d6c1>Borboleta de Gelo</color> adicional.","Envia uma <color=#f5d6c1>Borboleta de Gelo</color> adicional.","<color=#f5d6c1>서리 나비</color>를 추가로 생성합니다.","Küldj ki még egy <color=#f5d6c1>Jég Pillangót</color>.",""
"yuki_perk_butterfly_dance_name","Butterfly Dance","蝶の舞","翩翩飞舞","翩翩飛舞","Танец бабочек","Danza de la Mariposa","Danza de la Mariposa","Schmetterlingstanz","Taniec Motyla","Danza Alata","Kelebek Dansı","Dance du papillon","Dança da Borboleta","Dança da Borboleta","유키 : 나비의 춤","Pillangó Tánc",""
"yuki_perk_butterfly_dance_description","Double how often <color=#f5d6c1>Frost Butterfly</color> freezes or damages nearby enemies.","<color=#f5d6c1>雪の蝶</color>が周囲の敵を凍結させるかダメージを与える頻度が倍増。","冰霜蝴蝶的冰冻和攻击频率加倍","冰霜蝴蝶的冰凍和攻擊頻率加倍","<color=#f5d6c1>Ледяная Бабочка</color> в два раза чаще замораживает или наносит урон ближайшим врагам.","Duplica la frecuencia con la que <color=#f5d6c1>Mariposa Helada</color> congela o daña a los enemigos cercanos.","Duplica la frecuencia con la que <color=#f5d6c1>Mariposa Helada</color> congela o daña a los enemigos cercanos.","Verdopple das Intervall indem der <color=#f5d6c1>gefrorene Schmetterling</color> nahe Gegner einfriert oder Schaden verursacht.","Podwaja jak często <color=#f5d6c1>Mroźny Motyl</color> zamraża lub atakuje pobliskich przeciwników.","Raddoppia la frequenza alla quale la <color=#f5d6c1>Farfalla di Ghiaccio</color> congela o danneggia i nemici vicini.","<color=#f5d6c1>Buz Kelebeği</color>nin dondurma ve hasar verme hızını iki katına çıkarır.","Double la fréquence à laquelle un <color=#f5d6c1>Papillon Givré</color> gèle ou inflige des dégats aux énemis adjacents.","Dobre a frequência com que a <color=#f5d6c1>Borboleta de Gelo</color> congela ou danifica inimigos próximos.","Dobre a frequência com que a <color=#f5d6c1>Borboleta de Gelo</color> congela ou danifica inimigos próximos.","<color=#f5d6c1>서리 나비</color>가 주변 적들에게 주는 빙결 효과 또는 피해량이 두배가 됩니다","A <color=#f5d6c1>Jég Pillangó</color> kétszer többször fagyaszt vagy sebez ellenfeleket.",""
"magic_bow_name","Magic Bow","魔法の弓","魔羽","魔羽","Магический лук","Arco Mágico","Arco Mágico","Magischer Bogen","Magiczny Łuk","Arco Stregato","Sihirli Yay","Arc Magique","Arco Mágico","Arco Mágico","마법궁","Mágikus Íj",""
"magic_bow_description","Shoot out arrows that linger on the ground. When you reload, arrows return to you and deal damage to enemies that it passes through.","射程距離に達した後地面に残る矢を発射。リロード時に矢はプレイヤーの元に戻り、通過した敵にダメージを与える。","射出可插入地面的箭。换弹时，箭会收回并伤害路径上的敌人。","射出可插入地面的箭。換彈時，箭會收回並傷害路徑上的敵人。","Стреляет стрелами, которые падают на землю, при перезарядке стрелы возвращаются к вам, нанося урон врагам через которых проходят.","Dispara flechas que se quedan en el suelo. Cuando recargas, las flechas regresan a ti y causan daño a los enemigos que atraviesa.","Dispara flechas que se quedan en el suelo. Cuando recargas, las flechas regresan a ti y causan daño a los enemigos que atraviesa.","Schieße Pfeile, welche auf dem Boden liegen bleiben. Wenn du nachlädst fliegen die Pfeile zu dir zurück und verursachen Schaden an Gegnern die auf dem Weg getroffen wurden.","Wystrzeliwuje strzały, które pozostają na ziemi. Po przeładowaniu strzały wracają do ciebie zadając obrażenia przeciwnikom, przez których przelecą.","Lancia Freccie Stregate che si fermano sul terreno. Quando ricarichi, le freccie tornano a te, danneggiando i nemici che trapassano.","Yerde kalan oklar fırlatır. Yerde kalan oklar şarjörünü doldurduğunda sana geri dönüp yoldaki düşmanlara hasar verir.","Tire des flèches qui persistent au sol.  Lorsque vous rechargez, les flèches reviennent à vous en infligeant des dégâts aux enemis traversés.","Dispara flechas que grudam no chão. Ao recarregar, as flechas retornam a você, causando dano aos inimigos que atravessarem.","Dispara flechas que grudam no chão. Ao recarregar, as flechas retornam a você, causando dano aos inimigos que atravessarem.","발사한 화살들은 땅에 남게 됩니다. 재장전 시 화살들이 당신에게 되돌아오며, 이때 관통한 적에게 대미지를 입힙니다.","Lőjj ki nyilakat, amik a földön maradnak miután kilövöd őket. Amikor újratöltessz, a nyilak visszatérnek hozzád és megsebzik azokat az ellenfeleket, akiken áthaladnak.",""
"luna_name","Luna","ルナ","露娜","露娜","Луна","Luna","Luna","Luna","Luna","Luna","Luna","Luna","Luna","Luna","루나","Luna",""
